"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  "
"RELIANCE","EQ","01-Jul-2022","2,595.65","2,574.90","2,592.00","2,365.00","2,406.00","2,408.70","2,434.35","3,78,41,671","92,11,99,94,931.80","11,65,095"
"RELIANCE","EQ","30-Jun-2022","2,580.15","2,580.00","2,615.90","2,566.00","2,589.00","2,595.65","2,596.11","1,06,66,627","27,69,17,90,169.90","3,21,110"
"RELIANCE","EQ","29-Jun-2022","2,527.70","2,507.20","2,597.00","2,501.00","2,576.00","2,580.15","2,559.16","88,63,172","22,68,22,90,935.35","3,83,990"
"RELIANCE","EQ","28-Jun-2022","2,492.65","2,482.10","2,533.95","2,482.10","2,530.00","2,527.70","2,515.75","62,63,867","15,75,83,39,977.00","2,79,432"
"RELIANCE","EQ","27-Jun-2022","2,500.05","2,544.95","2,544.95","2,481.55","2,495.60","2,492.65","2,511.81","71,41,493","17,93,81,04,628.25","2,45,447"
"RELIANCE","EQ","24-Jun-2022","2,464.95","2,480.00","2,511.00","2,468.00","2,497.55","2,500.05","2,491.97","65,71,866","16,37,69,08,912.20","2,58,066"
"RELIANCE","EQ","23-Jun-2022","2,505.60","2,515.05","2,525.00","2,445.00","2,469.00","2,464.95","2,485.55","89,74,475","22,30,64,90,549.05","4,00,081"
"RELIANCE","EQ","22-Jun-2022","2,584.10","2,558.10","2,558.30","2,501.00","2,502.00","2,505.60","2,524.18","48,99,839","12,36,80,75,581.25","2,29,961"
"RELIANCE","EQ","21-Jun-2022","2,543.05","2,560.00","2,593.40","2,528.30","2,582.00","2,584.10","2,562.46","54,08,801","13,85,98,27,576.20","2,19,641"
"RELIANCE","EQ","20-Jun-2022","2,590.00","2,605.00","2,617.10","2,521.10","2,542.90","2,543.05","2,552.96","55,68,825","14,21,69,89,371.65","2,28,914"
"RELIANCE","EQ","17-Jun-2022","2,560.00","2,560.00","2,624.85","2,556.10","2,605.05","2,590.00","2,592.42","1,12,86,988","29,26,06,39,914.30","2,87,827"
"RELIANCE","EQ","16-Jun-2022","2,596.30","2,623.00","2,659.05","2,554.00","2,555.10","2,560.00","2,603.56","78,96,943","20,56,01,73,723.70","2,82,387"
"RELIANCE","EQ","15-Jun-2022","2,628.10","2,617.55","2,637.30","2,584.40","2,595.80","2,596.30","2,613.39","51,66,738","13,50,27,08,125.15","2,14,934"
"RELIANCE","EQ","14-Jun-2022","2,662.90","2,650.05","2,671.85","2,613.45","2,627.75","2,628.10","2,637.47","67,90,653","17,91,01,40,469.65","2,37,522"
"RELIANCE","EQ","13-Jun-2022","2,714.25","2,650.00","2,672.80","2,616.30","2,668.00","2,662.90","2,646.30","81,31,998","21,51,96,68,179.50","3,03,540"
"RELIANCE","EQ","10-Jun-2022","2,798.75","2,771.90","2,789.90","2,701.50","2,713.90","2,714.25","2,740.01","83,49,943","22,87,89,43,836.30","2,78,759"
"RELIANCE","EQ","09-Jun-2022","2,724.05","2,710.00","2,803.00","2,710.00","2,796.05","2,798.75","2,763.87","79,73,935","22,03,88,90,334.10","2,81,501"
"RELIANCE","EQ","08-Jun-2022","2,772.75","2,772.75","2,781.00","2,716.30","2,722.00","2,724.05","2,741.07","57,59,172","15,78,62,94,151.30","2,41,691"
"RELIANCE","EQ","07-Jun-2022","2,767.55","2,769.90","2,791.10","2,752.05","2,767.05","2,772.75","2,773.03","57,03,333","15,81,54,85,543.85","2,32,290"
"RELIANCE","EQ","06-Jun-2022","2,779.50","2,780.00","2,814.00","2,751.80","2,766.25","2,767.55","2,775.79","51,19,488","14,21,05,99,849.75","2,17,253"
"RELIANCE","EQ","03-Jun-2022","2,724.30","2,744.00","2,817.35","2,742.00","2,778.00","2,779.50","2,793.34","1,10,48,210","30,86,14,49,556.90","3,53,834"
"RELIANCE","EQ","02-Jun-2022","2,633.50","2,634.00","2,732.45","2,634.00","2,728.30","2,724.30","2,701.30","1,02,11,408","27,58,41,03,887.40","2,97,958"
"RELIANCE","EQ","01-Jun-2022","2,632.65","2,634.30","2,655.20","2,616.20","2,635.00","2,633.50","2,638.15","45,12,079","11,90,35,42,973.55","1,65,071"
"RELIANCE","EQ","31-May-2022","2,664.80","2,641.40","2,678.80","2,615.70","2,623.60","2,632.65","2,638.54","3,25,91,420","85,99,38,98,870.00","3,09,551"
